Nr,Title,Paper Link,Link count,In-paper Links,Referenced object,Data source name,Place in Paper,Status,Dataset,Project,Type,Reproduction package,#
,,,,https://rasa.com/,Related website,,Rereferences,working,,,organization,,
,,,,https://cloud.google.com/dialogflow/,Google diagflow,,Rereferences,working,,,organization,,
,,,,https://github.com/smart-pucrs/Dial4JaCa,Related code,,Rereferences,working,,,code,,
,,,,https://dl.acm.org/doi/10.5555/3237383.3238028,Related website,,Rereferences,working,,,organization,,
,,,,http://arxiv.org/abs/1809.02627,DOI,,Rereferences,working,,,paper,,
,,,,https://unity.com/,Unity website,,Rereferences,working,,,organization,,
17,Proposed Consistent Exception Handling for the BLAS and LAPACK,https://arxiv.org/pdf/2207.09281.pdf,,https://github.com/Reference-LAPACK/lapack/issues/575,Project related code link,,Page footer,working,,,organization,,
,,,,https://gcc.gnu.org/onlinedocs/gcc/Optimize-Options.html#Optimize-Options,needed website,,Page footer,working,,,organization,,
,,,,https://github.com/xsdk-project/,Project needed github,,Page footer,working,,,organization,,
,,,,https://github.com/xsdk-project/xsdk-community-policies/tree/master/package_policies,Project needed github,,Page footer,working,,,code,,
,,,,https://people.eecs.berkeley.edu/~demmel/Exception_Handling_for_the_BLAS_and_LAPACK_12Aug2021.pdf,website,,Page footer,working,,,organization,,
,,,,http://www.netlib.org/lapack/lapack-3.10.1.html#_2_6_notes_about_compiler_dependency,website,,Page footer,working,,,organization,,
,,,,http://www.netlib.org/lapack/explore-html/,Online html link,,Experimentation,working,,,organization,,
,,,,https://github.com/tlapack/testblas,Project needed github,,Page footer,working,,,code,,
,,,,https://github.com/tlapack/tlapack,Project needed github,,Page footer,working,,,code,,
,,,,https://bitbucket.org/icl/lapackpp/src/master/,Online website,BitBucket,Rereferences,working,Y,,organization,,
,,,,https://github.com/BallisticLA/exception-handling/releases/tag/D9,Project needed github,,Rereferences,working,,,code,,
,,,,: 10.1109/MC.2019.2926614,,,Rereferences,working,,,paper,,4
,,,,https://github.com/BallisticLA/exception-handling/releases/tag/D9,Source code,,Rereferences,working,,Y,code,Y,
18,Central Submonads and Notions of Computation,https://arxiv.org/pdf/2207.09190.pdf,,https://doi.org/10.1017/CBO9781316823187,related paper DOI,,Rereferences,working,,,paper,,10
,,,,http://hdl.handle.net/1842/413,Online website,,Rereferences,working,,,paper,,
19,"Less Training, More Repairing Please: Revisiting Automated Program Repair via Zero-shot Learning",https://arxiv.org/pdf/2207.08281.pdf,,https://doi.org/10.1145/nnnnnnn.nnnnnnn,DOI,,References,not working,,,data,,
,,,,https://zenodo.org/record/6819444,related dataset,Zenodo,References,,Y,,organization,,
,,,,https://www.washingtonpost.com/technology/2021/02/16/virtual-ai-hospital-patients/,Online website,,References,,,,organization,,
,,,,http://www.abeacha.com/NIST_press_release_bugs_cost.html,Online website,,References,,,,organization,,
,,,,http://www.deeplearningbook.org/,Online website,,References,,,,organization,,
,,,,https://queue.acm.org/detail.cfm?id=3068754/,Online website,,References,,,,organization,,
,,,,https://www.nytimes.com/2021/03/09/business/apps-personal-finance-budget.html,Online website,,References,,,,organization,,
,,,,https://github.com/pkuzqh/Recoder/commit/fae824702b8eeedc17d3394d5ff0bae325a18aed,Related paper link,,References,,,,code,,
20,Iterative Linear Quadratic Optimization for Nonlinear Control: Differentiable Programming Algorithmic Templates,https://arxiv.org/pdf/2207.06362.pdf,,https://github.com/vroulet/ilqc,Project github cpde,GitHub,Related work,,Y,,code,Y,
